Place,Type,Mass,Fell/found?,Year,Database,longitude,latitude
Y-792594,H4/5,3.68,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27943,35.66667,-71.5
Y-793566,L3,3.68,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28915,35.66667,-71.5
Y-82018,H5,3.68,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29212,35.66667,-71.5
Y-86117,H4,3.68,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29623,35.66667,-71.5
Y-86654,Stone-uncl,3.68,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30160,35.66667,-71.5
A-881585,Stone-uncl,3.68,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4294,26,-72
GRV 020107,L5,3.68,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46678,75.25639,-72.98
ALHA78187,L6,3.67,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1800,159.66667,-76.71667
Y-792295,Stone-uncl,3.67,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27644,35.66667,-71.5
Y-792835,H4,3.67,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28184,35.66667,-71.5
Y-793261,CR2,3.67,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28610,35.66667,-71.5
Y-793357,H4,3.67,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28706,35.66667,-71.5
Y-86368,H4,3.67,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29874,35.66667,-71.5
Y-74231,H5,3.66,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24609,35.66667,-71.5
Y-75177,L6,3.66,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25218,35.66667,-71.5
Y-790244,L6,3.66,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25593,35.66667,-71.5
Y-791423,H5,3.66,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26772,35.66667,-71.5
Y-791758,L4,3.66,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27107,35.66667,-71.5
Y-86418,H4,3.66,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29924,35.66667,-71.5
A-881284,Stone-uncl,3.66,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3993,26,-72
A-881451,Stone-uncl,3.66,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4160,26,-72
Y-792826,Stone-uncl,3.65,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28175,35.66667,-71.5
Y-792966,E3,3.65,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28315,35.66667,-71.5
Y-8428,H6,3.65,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=29475,35.66667,-71.5
Y-86365,H4,3.65,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29871,35.66667,-71.5
A-880165,Stone-uncl,3.65,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2874,26,-72
A-880371,Stone-uncl,3.65,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3080,26,-72
ALH 88140,Chondrite-uncl,3.65,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=1184,159.33333,-76.71667
LV 105,Unknown,3.65,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=52537,-116.97,34.485
Y-791177,H6,3.64,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26526,35.66667,-71.5
Y-792584,H4/5,3.64,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27933,35.66667,-71.5
Y-792844,H5,3.64,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28193,35.66667,-71.5
Y-790869,LL6,3.63,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26218,35.66667,-71.5
Y-86747,H4,3.63,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30253,35.66667,-71.5
A-880251,Stone-uncl,3.63,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2960,26,-72
Y-75302,R3.8,3.62,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25343,35.66667,-71.5
Y-86214,H4,3.62,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29720,35.66667,-71.5
Y-86416,H4,3.62,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29922,35.66667,-71.5
A-880608,Stone-uncl,3.62,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3317,26,-72
A-881502,Stone-uncl,3.62,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4211,26,-72
LAP 02424,H5,3.62,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12691,-70,-86.36667
Y-790296,H4,3.61,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25645,35.66667,-71.5
Y-790943,LL6,3.61,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26292,35.66667,-71.5
Y-791724,CO3,3.61,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27073,35.66667,-71.5
Y-792595,H4/5,3.61,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27944,35.66667,-71.5
Y-792709,H4,3.61,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28058,35.66667,-71.5
Y-793358,H4,3.61,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28707,35.66667,-71.5
Y-86412,H4,3.61,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29918,35.66667,-71.5
A-880123,Stone-uncl,3.61,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2832,26,-72
FRO 90093,H6,3.61,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=10489,160.43857,-72.95542
QUE 99867,H5,3.61,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22311,168,-84
JaH 447,L4,3.601,Found,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=48598,56.42307,19.61665
Kis-Gyor,Doubtful meteorite,3.6,Found,1901,http://www.lpi.usra.edu/meteor/metbull.php?code=12323,20.7,48.01667
Y-74283,H5,3.6,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24661,35.66667,-71.5
ALHA77136,H5,3.6,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1448,159.66667,-76.71667
Y-791296,H4/5,3.6,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26645,35.66667,-71.5
Y-792513,H5,3.6,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27862,35.66667,-71.5
Y-792767,H4,3.6,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28116,35.66667,-71.5
Y-793195,L6,3.6,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28544,35.66667,-71.5
ALHA80133,L3.5,3.6,Found,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=1960,159.3725,-76.69083
Y-82196,L6,3.6,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29390,35.66667,-71.5
LEW 85364,H5,3.6,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12834,161.41554,-84.2736
LEW 85411,H6,3.6,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12880,161.37323,-84.27493
LEW 85389,H5,3.6,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12858,161.36839,-84.28247
ALH 85068,H5,3.6,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=934,159.3454,-76.68239
ALH 85148,H6,3.6,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=1013,156.47672,-76.89556
LEW 86345,H5,3.6,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13276,161.68941,-84.2739
LEW 86532,H5,3.6,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13460,161.47837,-84.23213
LEW 86378,LL6,3.6,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13309,161.40305,-84.2529
LEW 86247,H5,3.6,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13181,161.38741,-84.25614
A-87068,Stone-uncl,3.6,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2425,26,-72
LEW 87272,H5,3.6,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13733,161.71775,-84.2725
LEW 87239,L6,3.6,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13700,161.39347,-84.34221
A-881364,Stone-uncl,3.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4073,26,-72
A-882124,Stone-uncl,3.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4833,26,-72
LEW 88761,L6,3.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14498,161.49871,-84.2339
LEW 88045,H6,3.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13799,161.4447,-84.24568
LEW 88423,H6,3.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14168,161.44435,-84.23754
LEW 88534,LL6,3.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14275,161.44414,-84.25032
LEW 88403,H6,3.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14149,161.43889,-84.23906
LEW 88402,L5,3.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14148,161.43479,-84.24302
LEW 88519,H3.5,3.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14262,161.4328,-84.25041
LEW 88366,LL3.4,3.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14115,161.42748,-84.25306
FRO 90016,H6,3.6,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10414,160.50405,-72.954
EET 90782,L6,3.6,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9191,156.43586,-76.29311
EET 90083,L3.5,3.6,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8492,156.43292,-76.28863
PCA 91443,H5,3.6,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18734,-69.06126,-85.678
PCA 91456,H5,3.6,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18747,-69.0336,-85.67621
PCA 91200,H5,3.6,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18491,-68.75423,-85.68027
EET 92140,L6,3.6,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=9542,155.91015,-76.03058
QUE 93361,H6,3.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19449,168,-84
QUE 93389,H6,3.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19477,168,-84
QUE 93390,H5,3.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19478,168,-84
QUE 93644,L5,3.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19731,168,-84
QUE 93206,H6,3.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19295,162.56969,-84.57553
QUE 93135,L5,3.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19224,162.5666,-84.57587
QUE 93207,L6,3.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19296,162.22766,-84.5922
QUE 93209,L6,3.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19298,162.18259,-84.60208
LEW 93840,H6,3.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=14563,161.68544,-84.27377
QUE 94264,L6,3.6,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=19901,168,-84
QUE 94708,H5,3.6,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20339,168,-84
FRO 95001,H4,3.6,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=10686,160.417,-72.99133
FRO 95047,H5,3.6,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=10732,160.40733,-72.987
EET 96264,H6,3.6,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9855,157.16667,-76.18333
QUE 97254,LL5,3.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20712,168,-84
QUE 97255,LL5,3.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20713,168,-84
QUE 97293,LL6,3.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20751,168,-84
QUE 97494,LL5,3.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20950,168,-84
QUE 97541,LL5,3.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20997,168,-84
QUE 97935,LL5,3.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21389,168,-84
FRO 97063,H4/5,3.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=10791,160.40528,-72.99139
ALH 97110,H5,3.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=1298,159.66667,-76.71667
GRA 98146,H5,3.6,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=11136,-141.5,-86.71667
QUE 99067,LL5,3.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21519,168,-84
QUE 99341,LL5,3.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21791,168,-84
QUE 99371,H5,3.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21820,168,-84
QUE 99476,L5,3.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21922,168,-84
QUE 99477,LL5,3.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21923,168,-84
QUE 99651,LL5,3.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22097,168,-84
QUE 99811,LL5,3.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22257,168,-84
QUE 99812,LL5,3.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22258,168,-84
GEO 99121,H6,3.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=10895,155.5,-82.5
FRO 01014,H3/4,3.6,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=10198,160.405,-72.98889
FRO 01151,H3,3.6,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=10333,160.40083,-72.98778
FRO 01130,H3,3.6,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=10313,160.39972,-72.99222
GRV 020025,CM2,3.6,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=30672,75.27528,-73.0775
QUE 02159,H6,3.6,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18972,168,-84
LAP 02311,LL5,3.6,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12578,-70,-86.36667
PCA 01033,L5,3.6,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=54716,-68.66553,-85.65507
GRV 021496,LL6,3.6,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=30698,75.30583,-72.94167
HrDL 032,Unknown,3.6,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=52115,-117.2578,35.04985
El M?dano 040,H6,3.6,Found,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=54836,-70.53333,-24.85
Y-74626,H6,3.59,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=25004,35.66667,0
Y-791714,L4,3.59,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27063,35.66667,-71.5
Y-791942,H4,3.59,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27291,35.66667,-71.5
Y-792191,Stone-uncl,3.59,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27540,35.66667,-71.5
Y-790021,H6,3.58,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25370,35.66667,-71.5
B-7901,L6,3.58,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=4998,31.25,-72.58333
Y-86119,H4,3.58,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29625,35.66667,-71.5
Y-86658,Stone-uncl,3.58,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30164,35.66667,-71.5
GRV 050022,H5,3.58,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=48149,75.180278,-73.074444
Y-790148,H6,3.57,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25497,35.66667,-71.5
Y-790697,LL,3.57,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26046,35.66667,-71.5
Y-792180,Stone-uncl,3.57,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27529,35.66667,-71.5
Y-792925,H6,3.57,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28274,35.66667,-71.5
Y-8303,H5,3.57,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=29408,35.66667,-71.5
A-880697,Stone-uncl,3.57,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3406,26,-72
Camel Donga 039,H6,3.57,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=5242,126.6,-30.31667
Y-790875,LL6,3.56,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26224,35.66667,-71.5
Y-791276,H4/5,3.56,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26625,35.66667,-71.5
Y-793200,H4,3.56,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28549,35.66667,-71.5
Y-8337,H4,3.56,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=29442,35.66667,-71.5
A-87080,Stone-uncl,3.56,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2437,26,-72
FRO 90173,H4,3.56,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10564,160.47328,-72.95488
GRV 99028,H4,3.56,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=11425,75.2,-73.08333
Y-74195,H5,3.55,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24573,35.66667,-71.5
Y-790866,LL6,3.55,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26215,35.66667,-71.5
Y-791388,LL4,3.55,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26737,35.66667,-71.5
Y-791888,H5,3.55,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27237,35.66667,-71.5
Y-791892,H5,3.55,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27241,35.66667,-71.5
Y-791893,H5,3.55,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27242,35.66667,-71.5
Y-792707,H4,3.55,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28056,35.66667,-71.5
RC 094,L5,3.55,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=22749,-103.5,34.08333
Y-790441,Stone-uncl,3.54,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25790,35.66667,-71.5
Y-790495,H4,3.54,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25844,35.66667,-71.5
Y-790682,LL,3.54,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26031,35.66667,-71.5
Y-790687,LL,3.54,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26036,35.66667,-71.5
Y-81041,H4,3.54,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=29102,35.66667,-71.5
Y-86113,H4,3.54,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29619,35.66667,-71.5
Y-86122,H4,3.54,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29628,35.66667,-71.5
A-880449,Stone-uncl,3.54,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3158,26,-72
MAC 02523,LL5,3.54,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=14831,160.5,-84.21667
Y-791270,L6,3.53,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26619,35.66667,-71.5
Y-791485,LL4-6,3.53,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26834,35.66667,-71.5
Y-86643,Stone-uncl,3.53,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30149,35.66667,-71.5
A-87269,Stone-uncl,3.53,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2626,26,-72
MET 00640,L5,3.53,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15874,155.75,-79.68333
MET 00905,"Iron, IIIAB",3.53,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16139,155.75,-79.68333
Y-86501,H4,3.52,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30007,35.66667,-71.5
A-880377,Stone-uncl,3.52,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3086,26,-72
QUE 99753,LL5,3.52,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22199,168,-84
MET 01090,L4,3.52,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16323,155.75,-79.68333
Y-791184,H5,3.51,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26533,35.66667,-71.5
Y-792175,Stone-uncl,3.51,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27524,35.66667,-71.5
Y-792289,Stone-uncl,3.51,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27638,35.66667,-71.5
Y-792596,H4/5,3.51,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27945,35.66667,-71.5
Y-793303,H3,3.51,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28652,35.66667,-71.5
Y-86398,H4,3.51,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29904,35.66667,-71.5
A-880453,Stone-uncl,3.51,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3162,26,-72
FRO 90092,H4,3.51,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=10488,160.43857,-72.95533
GRV 020117,L5,3.51,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46682,75.26694,-72.97667
FRO 03064,H4,3.51,Found,2004,http://www.lpi.usra.edu/meteor/metbull.php?code=30621,160.39733,-72.99542
Tiree,Doubtful OC,3.5,Found,1808,http://www.lpi.usra.edu/meteor/metbull.php?code=24007,-6.83333,56.51667
Norin-Shibir,"Iron, ungrouped",3.5,Found,1900,http://www.lpi.usra.edu/meteor/metbull.php?code=16995,107.91667,51.85
Y-7303,H4,3.5,Found,1973,http://www.lpi.usra.edu/meteor/metbull.php?code=24369,35.66667,-71.5
Y-74292,H5,3.5,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24670,35.66667,-71.5
Y-791294,H4/5,3.5,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26643,35.66667,-71.5
Y-81029,LL4,3.5,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=29090,35.66667,-71.5
ALHA81220,H5,3.5,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2180,159.3475,-76.68306
ALH 82143,H6,3.5,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=519,156.93821,-76.92489
ALH 83059,H5,3.5,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=579,158.21327,-76.82193
EET 84306,H6,3.5,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=8045,157.24695,-76.28222
LEW 85388,L6,3.5,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12857,161.38845,-84.27453
LEW 85408,H6,3.5,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12877,161.38018,-84.27165
Y-86802,Stone-uncl,3.5,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30308,35.66667,-71.5
LEW 86320,H5,3.5,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13252,161.68571,-84.27385
LEW 86410,L4,3.5,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13340,161.41864,-84.25504
EET 87713,H6,3.5,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8263,157.16667,-76.18333
LEW 88133,L5,3.5,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13886,161.4389,-84.2419
LEW 88069,L6,3.5,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13823,161.40753,-84.24498
LEW 88091,H5,3.5,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13845,161.38954,-84.25267
FRO 90064,H6,3.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10462,160.50374,-72.95457
EET 90812,L6,3.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9221,156.45039,-76.28526
EET 92092,CR2,3.5,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=9494,156.02009,-76.06445
QUE 93510,H5,3.5,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19598,168,-84
